year,state_po,district,incumbent,side,edge,edge_hindsight,prev_edge,first_term,same_district
2016,CO,3,SCOTT R TIPTON,-1,4.614861387656079,-1.045543388453737,9.15526330383229,1,1
2016,CO,4,KEN BUCK,-1,9.500869197656357,5.299912055330125,9.516056829433042,1,1
2016,CO,5,DOUG LAMBORN,-1,8.14428759429105,4.186383668702955,-10.242693240011432,1,1
2016,CO,6,MIKE COFFMAN,-1,9.830097991103328,15.593629690130893,6.101042747369188,1,1
2016,CO,7,ED PERLMUTTER,1,5.25045676203251,5.994137098625481,3.434267764851578,1,1
2016,CT,1,JOHN B LARSON,1,7.252804610432076,9.887430053562547,7.1576789124119085,1,1
2016,CT,2,JOE COURTNEY,1,21.269878778744843,30.468101279874567,22.411376300068504,1,1
2016,CT,3,ROSA L DELAURO,1,15.72952338411249,24.99097379047678,15.725028091674096,1,1
2016,CT,4,JAMES A HIMES,1,12.8491541553327,-1.0940949889558986,4.803437699888467,1,1
2016,GA,2,SANFORD D BISHOP JR,1,8.799958687068532,13.569531077728069,8.885379664753591,1,1
2016,GA,6,TOM PRICE,-1,-4.585677576910701,18.775518010590527,-0.10528162349911874,1,1
2016,GA,7,ROB WOODALL,-1,-5.717840186920746,11.181851786610082,0.05712409222843995,1,1
2016,GA,12,"R W \""RICK\"" ALLEN",-1,7.034807190566703,3.5911709551741104,-10.896227641129725,1,1
2016,HI,2,TULSI GABBARD,1,20.995510617695714,30.380672406961583,24.62344461756455,1,1
2016,IA,1,ROD BLUM,-1,17.308914021225235,0.9366311849729843,7.687370140042221,1,1
2016,IA,2,DAVID LOEBSACK,1,-1.5720292499838466,14.848997584702897,0.3054922715075872,1,1
2016,IA,3,DAVID YOUNG,-1,14.75230243678699,7.984884541480664,6.863343529207702,1,1
2016,IA,4,STEVE KING,-1,10.191882601107537,-9.391321696461642,6.673891781818854,1,1
2016,ID,1,RAUL R LABRADOR,-1,-1.5611015450992554,-9.63435665688748,-12.139271428318528,1,1
2016,ID,2,MICHAEL K SIMPSON,-1,0.16087754040461277,3.9892955328220943,-17.654742053728327,1,1
2016,IL,1,BOBBY L RUSH,1,-6.833334526833028,-4.579797446541274,-4.6145677659231215,1,1
2016,IL,2,ROBIN L KELLY,1,1.161334552548027,1.9683006394816083,2.8702308114796633,1,1
2016,IL,5,MIKE QUIGLEY,1,11.617144944807784,-4.013469182632189,8.261724362692709,1,1
2016,IL,6,PETER J ROSKAM,-1,5.86699025604517,22.930502771473872,17.453942279034067,1,1
2016,IL,9,JANICE D SCHAKOWSKY,1,4.966909716568665,-11.599350417502013,8.391325255245446,1,1
2016,IL,10,ROBERT DOLD,-1,7.174816802903081,22.85571336496824,10.744443149777071,1,1
2016,IL,11,BILL FOSTER,1,7.663765309170689,-1.0125589912048483,-2.0723251455988905,1,1
2016,IL,12,MIKE BOST,-1,12.827154655624678,-3.015707020096146,4.255526914313945,1,1
2016,IL,13,RODNEY DAVIS,-1,14.77448663363635,10.460416447806658,8.520738354917482,1,1
2016,IL,14,RANDY HULTGREN,-1,4.1994399749740285,11.426451107491067,12.18148734317918,1,1
2016,IL,17,CHERI BUSTOS,1,7.552118818874074,24.372084758301707,2.095096827702516,1,1
2016,IN,2,JACKIE WALORSKI,-1,4.72064400151449,-4.105862633651892,-1.4944872587239342,1,1
2016,IN,4,TODD ROKITA,-1,7.098430795743404,-3.2108154871459895,0.7258282836970924,1,1
2016,IN,5,SUSAN W BROOKS,-1,7.0151711709561155,12.85864664563272,10.221000388655524,1,1
2016,IN,6,LUKE MESSER,-1,16.390403171076787,-1.1067026000406663,6.2475301556467056,1,1
2016,IN,7,ANDRE CARSON,1,1.6608535499824484,4.451326160945321,-6.0554317465996395,1,1
2016,IN,8,LARRY BUCSHON,-1,10.136780350105784,-4.731971794536516,-2.1948118163985004,1,1
2016,KS,2,LYNN JENKINS,-1,12.165839719833286,7.593309180108413,-3.154327414008314,1,1
2016,KS,3,KEVIN YODER,-1,-2.2858293040927897,9.921252767657109,1.8743433652859967,1,1
2016,KS,4,MIKE POMPEO,-1,4.060601580524885,2.2118917878909237,-1.2616154997899844,1,1
2016,KY,3,JOHN A YARMUTH,1,18.1496513889945,14.187780778222345,23.576605710110886,1,1
2016,KY,4,THOMAS MASSIE,-1,9.26907656709141,1.6394273313724348,-2.1509213202311326,1,1
2016,KY,6,ANDY BARR,-1,4.052799299684946,2.9065842027553224,-2.3710769445622635,1,1
2016,LA,1,STEVE SCALISE,-1,9.266893439490545,11.46704375906408,7.38732233982112,1,1
2016,LA,6,GARRET GRAVES,-1,11.533407449024281,12.247551311342317,-1.0144247598685237,1,1
2016,MA,3,NIKI TSONGAS,1,26.01073320833646,16.184283316672794,18.74848162165107,1,1
2016,MA,9,WILLIAM R KEATING,1,16.40330566056999,16.397072426569448,5.86962007993754,1,1
2016,MD,1,ANDY HARRIS,-1,12.749441214503928,7.145591491126893,9.34619724832818,1,1
2016,MD,2,C A DUTCH RUPPERSBERGER,1,6.003113088788258,7.942092557228538,6.042007719085328,1,1
2016,MD,3,JOHN P SARBANES,1,10.32478133044052,1.148624494554106,3.629253259477233,1,1
2016,MD,5,STENY H HOYER,1,9.315145914903226,9.028778119259922,2.6425292766907997,1,1
2016,MD,6,JOHN K DELANEY,1,8.11929157271528,3.725301971444564,-2.6832976203311976,1,1
2016,MD,7,ELIJAH E CUMMINGS,1,4.418364308972684,-0.013022676106036357,-1.9583562796425031,1,1
2016,ME,1,CHELLIE PINGREE,1,-1.57283460830849,3.2271990724504445,19.26545090865111,1,1
2016,ME,2,BRUCE POLIQUIN,-1,14.090700891135306,-4.544770190945298,6.109007555020641,1,1
2016,MI,2,BILL HUIZENGA,-1,14.360198350486428,9.889480985826022,9.851663093597386,1,1
2016,MI,3,JUSTIN AMASH,-1,11.00888676685091,9.604290430751687,3.6313695627602183,1,1
2016,MI,4,JOHN MOOLENAAR,-1,19.20615345335159,2.195530128731125,1.6417205933073582,1,1
2016,MI,5,DANIEL T KILDEE,1,8.68134671950753,25.660312138734614,22.176648383735404,1,1
2016,MI,6,FRED UPTON,-1,17.732110065000512,11.464586528065823,6.2114169354043085,1,1
