race_id,office,state_po,district,special,race_type,incumbent,incumbent_party,inc_side,dem_candidate,rep_candidate,race_note,pres24,quality_diff,prior_edge,money_log_ratio,money_adj,quality_adj,ideology_gap,ideology_adj,poll_count,poll_avg,poll_weight,fundamentals_mean,margin_median,margin_p10,margin_p90,p_dem
governor-mi,GOV,MI,0,False,standard,Gretchen Whitmer,D,0,Jocelyn Benson,John James,,-1.4424736578339323,0.0,,,0.0,0.0,0.0,0.0,31.0,8.32892568892034,0.7075803922538975,6.997248851414144,7.933027362973007,1.6971787375319294,14.205043892205099,0.9487
governor-mn,GOV,MN,0,False,standard,Tim Walz,D,0,Amy Klobuchar,Lisa Demuth,,4.343404352188957,2.0,,,0.0,1.74751732028118,0.0,0.0,7.0,9.36970890690536,0.6503037981422931,14.493544543397753,11.190580029830286,4.350726968254522,17.9569981252029,0.9817
governor-ne,GOV,NE,0,False,standard,Jim Pillen,R,-1,Lynne Walz,Jim Pillen,,-20.840683303897794,-2.0,-2.469834530157563,,0.0,-0.894268078961486,0.0,0.0,7.0,-14.04872307987705,0.5641603399860988,-16.985675843092928,-15.25978778377578,-22.501441840120908,-8.071735823066025,0.0036
governor-nh,GOV,NH,0,False,standard,Kelly Ayotte,R,-1,Cinde Warmington,Kelly Ayotte,,2.821214946726764,-2.0,,,0.0,-4.157199234329143,0.0,0.0,9.0,-11.257649545400692,0.686074724411975,1.9799223100539518,-7.059176555534407,-13.59221793285919,-0.5621593292098719,0.0808
governor-nm,GOV,NM,0,False,standard,Michelle Lujan Grisham,D,0,Deb Haaland,Gregg Hull,,6.141812228647307,0.0,,,0.0,0.0,0.0,0.0,3.0,11.384868289672188,0.5695006556326778,14.52552047782474,12.84189012641432,5.473082214395587,20.27583812891793,0.98595
governor-nv,GOV,NV,0,False,standard,Joe Lombardo,R,-1,Aaron Ford,Joe Lombardo,,-3.1590179085170167,-1.0,-3.308540504868871,,0.0,-2.605168241602403,0.0,0.0,14.0,0.8599408593051243,0.6332097160076139,-0.33610449798273623,0.4185336785632972,-6.187908908867269,7.240547720867923,0.5338
governor-ny,GOV,NY,0,False,standard,Kathy Hochul,D,1,Kathy Hochul,Bruce Blakeman,,12.689486117138935,2.0,-9.922834376338225,,0.0,0.35252637922591784,0.0,0.0,24.0,14.310294049709452,0.676537005486824,20.17625317546645,16.18936519305567,9.809709857845522,22.534381759203427,0.9997
governor-oh,GOV,OH,0,False,standard,Mike DeWine,R,0,Amy Acton,Vivek Ramaswamy,,-11.313229427274072,0.0,,,0.0,0.0,0.0,0.0,20.0,2.02566462117062,0.6757322275898632,-2.895163821810642,0.405444831092454,-6.146965455196674,6.9655295376972655,0.5307
governor-ok,GOV,OK,0,False,standard,Kevin Stitt,R,0,Cyndi Munson,Mike Mazzei,,-34.94008381234161,0.0,,,0.0,0.0,0.0,0.0,,,0.0,-27.024415652272342,-26.941773333288328,-38.14801964071991,-15.74449461565143,0.00075
governor-or,GOV,OR,0,False,standard,Tina Kotek,D,1,Tina Kotek,Christine Drazan,,14.866116069775194,2.0,-5.526093298493672,,0.0,0.07731835390965586,0.0,0.0,4.0,-2.254545598334337,0.507935339197901,24.804956594499917,11.155242445949138,3.358060556488618,18.851697478489296,0.9652
governor-pa,GOV,PA,0,False,standard,Josh Shapiro,D,1,Josh Shapiro,Stacy Garrity,,-1.7263846921271542,1.0,21.18005203479529,,0.0,0.03330862810082949,0.0,0.0,16.0,23.877521499763994,0.6700805590247091,25.190960435202868,24.289110988156622,17.87306037515217,30.640860598665622,1.0
governor-ri,GOV,RI,0,False,standard,Dan McKee,D,0,Helena Foulkes,Aaron Guckian,,14.162406267890672,0.0,,,0.0,0.0,0.0,0.0,3.0,43.782086270565785,0.6134545386244185,22.419706340961433,35.5748565725596,28.51998477660908,42.74683034311608,1.0
governor-sc,GOV,SC,0,False,standard,Henry McMaster,R,0,Jermaine Johnson,Alan Wilson,,-18.123365227038146,-1.0,,,0.0,-1.3888716764816578,0.0,0.0,2.0,-13.013968531328723,0.43460282161201597,-11.172810262907246,-11.98570906759679,-20.534721165801788,-3.506223778026964,0.03555
governor-sd,GOV,SD,0,False,standard,Larry Rhoden,R,-1,Dan Ahlers,Larry Rhoden,,-29.890199073853058,-2.0,,,0.0,-0.03532044663600192,0.0,0.0,,,0.0,-26.947690807746373,-26.816069808181087,-37.85611813440891,-15.834721012024474,0.0008
governor-tn,GOV,TN,0,False,standard,Bill Lee,R,0,Jerri Green,Marsha Blackburn,,-30.121099654993333,-2.0,,,0.0,-0.18451678020659704,0.0,0.0,4.0,-15.83714390571489,0.5495873415462028,-22.234541510243986,-18.700727121384354,-26.345494392253496,-10.989190569689887,0.00095
governor-tx,GOV,TX,0,False,standard,Greg Abbott,R,-1,Gina Hinojosa,Greg Abbott,,-13.878067801618457,-2.0,-1.9361693870652523,,0.0,-2.9373949718269152,0.0,0.0,36.0,-2.6525258939137655,0.7003363600227911,-12.301054479602751,-5.539556682665716,-11.7990886889135,0.6632895094087286,0.12385
governor-vt,GOV,VT,0,False,standard,Phil Scott,R,-1,Amanda Janoo,Phil Scott,,32.77043577168019,-3.0,52.4168414249714,,0.0,-7.794302642102609,0.0,0.0,3.0,5.348256462147361,0.5969438737464647,-5.440618794542486,0.9688938904185064,-5.976823321661773,7.926752416573259,0.57335
governor-wi,GOV,WI,0,False,standard,Tony Evers,D,0,David Crowley,Tom Tiffany,,-0.8733887823450505,-1.0,,,0.0,-1.8146633647417287,0.0,0.0,6.0,4.99229255933827,0.6361526244015983,5.749638234963598,5.332054761599878,-1.6432268395206084,12.324035225496711,0.8367
governor-wy,GOV,WY,0,False,standard,Mark Gordon,R,0,Kenneth Casner,Eric Barlow,,-46.95834604821483,-1.0,,,0.0,-5.167481243632512e-05,0.0,0.0,,,0.0,-39.55237179807863,-39.57322769303243,-50.60301028345785,-28.479875821386265,0.0
house-ak-al,HOUSE,AK,0,False,rcv_bloc,Nick Begich III,R,-1,Eric Hafner,Nick Begich III,,-13.69312508474994,0.0,-12.79293534846498,,0.0,0.0,0.2084999999999999,0.744259380740893,2.0,-57.9603418434398,0.35940975403299813,-0.9328718320289471,-21.412865156376178,-27.94241753312824,-14.881806548143548,0.0
house-al-1,HOUSE,AL,1,False,standard,None (new seat),,0,Clyde Jones Jr.,Jerry Carl,,-36.345566221179666,-2.0,,-2.431121173534253,-0.014614524600955452,-0.0,0.1735,0.002259798249760818,,,0.0,-28.49279620489056,-28.428008403842774,-37.745937899600904,-19.198769420786057,5e-05
house-al-2,HOUSE,AL,2,False,standard,Shomari Figures,D,1,Shomari Figures,Rhett Marques,,-14.464028814208385,1.0,1.1699237395080075,0.2395606374046885,0.39468387938223537,0.0,0.011,0.03926618563265621,3.0,-5.433213693441245,0.34520991736834516,-1.2424126724824849,-2.65818152024199,-9.35271243843508,3.9003118351232975,0.3008
house-al-3,HOUSE,AL,3,False,standard,Mike Rogers,R,-1,Lee McInnis,Mike Rogers,,-47.07264752025102,-2.0,,-3.902197354795428,-2.4509456208124184e-05,-0.0,-0.3685,-6.5229194425010495e-06,,,0.0,-41.972349274486085,-41.828092609965374,-49.93385186160623,-33.811379866710105,0.0
house-al-4,HOUSE,AL,4,False,standard,Robert Aderholt,R,-1,Amanda Pusczek,Robert Aderholt,,-66.92238927771601,-2.0,,-4.105521583157128,-5.114831507160103e-12,-0.0,-0.1915,-7.074096131708376e-13,,,0.0,-63.061436033219934,-62.982539050416364,-71.05386140760342,-54.93040169946501,0.0
house-al-5,HOUSE,AL,5,False,standard,Dale Strong,R,-1,Andrew Sneed,Dale Strong,,-29.494479149858233,-2.0,,-1.1794377138850516,-0.04002233719347868,-0.0,-0.2285,-0.016799863080746956,,,0.0,-23.76145209405219,-23.767561398392722,-31.748506818214565,-15.746784520085482,0.00015
house-al-6,HOUSE,AL,6,False,standard,Gary Palmer,R,-1,Maurice Mercer,Gary Palmer,,-34.997225548319264,-1.0,1.0473676362311188,-3.728361892596589,-0.026314509356211976,-0.0,0.1385,0.002632181894214426,,,0.0,-27.532333472034278,-27.40957078028372,-35.55243720472499,-19.42155048224878,0.0
house-al-7,HOUSE,AL,7,False,standard,Terri Sewell,D,1,Terri Sewell,Ammie Akin,,17.94825384375597,2.0,3.303870704402364,3.477072922003848,0.02373377361482875,0.0,0.396,0.006787859253841022,,,0.0,27.8080263509558,27.79366320877153,19.88518287090602,35.830672177257405,1.0
house-ar-1,HOUSE,AR,1,False,standard,Rick Crawford,R,-1,Terri Green,Rick Crawford,,-46.175871865422906,-2.0,,-3.077293238149337,-4.216055047631927e-05,-0.0,-0.1815,-5.526545491604184e-06,,,0.0,-41.03133040875583,-41.08551956649937,-49.05328796660842,-33.119566551468445,0.0
house-ar-2,HOUSE,AR,2,False,standard,French Hill,R,-1,Chris Jones,French Hill,,-15.914419225205982,-2.0,,-1.6006980168392992,-1.4074223065075844,-0.0,-0.2915,-0.5553230293287664,2.0,4.327724528560003,0.35249364459629784,-11.61863545422073,-6.0260842321154975,-12.64340841142109,0.5692246465091128,0.12225
house-ar-3,HOUSE,AR,3,False,standard,Steve Womack,R,-1,Robb Ryerse,Steve Womack,,-25.590736769421778,-2.0,7.780870384743267,-3.2514994389466443,-0.21028467841668078,-0.0,-0.2845,-0.04320766017356077,,,0.0,-21.64144866234031,-21.623550149925762,-29.601021698446136,-13.709735883487765,0.0005
house-ar-4,HOUSE,AR,4,False,standard,Bruce Westerman,R,-1,James Russell,Bruce Westerman,,-40.66097964677422,-2.0,5.016003183648618,-5.377559988629998,-0.0007994446880279141,-0.0,-0.2455,-0.0001417459845467271,,,0.0,-35.49539002771587,-35.540965704384604,-43.50346867456384,-27.56933556469106,0.0
house-az-1,HOUSE,AZ,1,False,standard,David Schweikert,,0,Amish Shah,Jay Feely,,-3.136835928138348,1.0,,-0.2158783661301358,-0.263878707352878,0.0,-0.124,-0.32840443431033467,,,0.0,6.174901564491514,6.210812638636895,-2.973187287928118,15.60274335616778,0.80335
house-az-2,HOUSE,AZ,2,False,standard,Eli Crane,R,-1,Jonathan Nez,Eli Crane,,-15.120247407676915,-2.0,-6.302995900335549,-1.0425379600417812,-1.6429773959037612,-0.0,0.1675000000000002,0.5719349345381898,3.0,-6.962231384206696,0.3468435181760653,-4.105448338773622,-5.0759783684417545,-11.649670154349844,1.6246306638184067,0.1647
house-az-3,HOUSE,AZ,3,False,same_party,Yassamin Ansari,D,1,Yassamin Ansari,,D,40.30739381027563,0.0,5.327483864787926,,,,0.431,,,,,,,,,1.0
house-az-4,HOUSE,AZ,4,False,standard,Greg Stanton,D,1,Greg Stanton,Zuhdi Jasser,,6.762673080066313,2.0,0.8045497422793337,1.6958555434852682,0.46115879920902547,0.0,0.0755000000000001,0.04448367896688434,,,0.0,16.698947676143053,16.699298036834158,8.842857278793778,24.76856865191774,0.9964
house-az-5,HOUSE,AZ,5,False,standard,Andy Biggs,,0,Elizabeth Lee,Mark Lamb,,-20.192893032045866,-1.0,,-1.946264841600863,-1.2346894540542015,-0.0,0.0,0.0,,,0.0,-13.07697126888945,-13.089882805504406,-22.26124841997005,-3.8240205457576244,0.0336
house-az-6,HOUSE,AZ,6,False,standard,Juan Ciscomani,R,-1,JoAnna Mendoza,Juan Ciscomani,,-0.7577863175811479,0.0,1.6702371442219517,0.0835124495755585,0.08579180382906192,0.0,-0.0854999999999999,-0.1903061368707004,3.0,-3.095254402881198,0.29385800446555504,8.311465057308139,4.941515098146404,-1.822140107051549,11.884950267904307,0.82275
house-az-7,HOUSE,AZ,7,False,standard,Adelita Grijalva,D,1,Adelita Grijalva,Daniel Butierez,,22.388102593577123,2.0,,2.5027491242181448,0.002448220038432715,0.0,0.4515,0.0009569362064385855,,,0.0,32.75390400747087,32.79971385325872,24.739143966923297,40.60235447503202,1.0
house-az-8,HOUSE,AZ,8,False,standard,Abraham Hamadeh,R,-1,Bernadette Greene-Placentia,Abraham Hamadeh,,-16.479945618728582,-2.0,-3.624880365693684,-1.8431457459795928,-1.6465954846296835,-0.0,0.2655000000000002,0.5139062141989251,,,0.0,-10.669162098931967,-10.60186384555824,-18.651740596240643,-2.6939994226642616,0.0453
house-az-9,HOUSE,AZ,9,False,standard,Paul Gosar,R,-1,Dani Sterbinsky,Paul Gosar,,-31.342610456055603,-2.0,-0.8934956708994299,-0.6194512817681341,-0.02901426847643712,-0.0,0.2555,0.02592910198130221,,,0.0,-22.707643694815513,-22.748172946464987,-30.651938989401447,-14.729078113800494,0.0
house-ca-1,HOUSE,CA,1,False,standard,James Gallagher,R,-1,Mike McGuire,James Gallagher,,12.629463408737175,0.0,,-0.3709752082628805,-0.05326504327248563,0.0,0.0,0.0,,,0.0,18.766655832284503,18.793484009268543,10.869673712532025,26.75487311252723,0.9985
house-ca-2,HOUSE,CA,2,False,standard,Jared Huffman,D,1,Jared Huffman,Robin Littau,,25.44160337217163,0.0,-2.8769808670749804,,0.0,0.0,-0.1869999999999999,-0.0006195386245050028,,,0.0,31.752642410199392,31.878701325853235,23.854089361173283,39.71996644779104,1.0
house-ca-3,HOUSE,CA,3,False,standard,Ami Bera,D,1,Ami Bera,Robb Tucker,,10.524576177817453,0.0,1.098650072357529,2.4227575970708752,0.2784285431323344,0.0,0.01,0.002489980195223565,,,0.0,19.93417114422822,19.941819994404742,11.962693340129835,28.042214801349456,0.9989
house-ca-4,HOUSE,CA,4,False,same_party,Mike Thompson,D,1,Eric Jones; Mike Thompson,,D,14.94839647088782,0.0,0.8261410950481682,,,,0.0,,,,,,,,,1.0
house-ca-5,HOUSE,CA,5,False,standard,Tom McClintock,R,-1,Michael Masuda,Tom McClintock,,-21.235866123925824,0.0,5.2301479455356095,-1.116225321104394,-0.34891904031769433,0.0,0.0055,0.0037250112665472516,,,0.0,-15.906662894092463,-15.834045090023245,-23.84659053036959,-7.857452822639654,0.0052
house-ca-6,HOUSE,CA,6,False,independent,Kevin Kiley,,0,Richard Pan,,Kevin Kiley,8.682513359130274,0.0,,,0.0,0.0,0.0,0.0,1.0,5.405405405405405,0.4839021943282208,17.5654358339476,11.714656657209671,3.924840061077592,19.54205450145721,0.9735
house-ca-7,HOUSE,CA,7,False,same_party,Doris Matsui,D,1,Doris Matsui; Mai Vang,,D,13.242240467285542,0.0,2.7352196194042016,,,,0.0,,,,,,,,,1.0
house-ca-8,HOUSE,CA,8,False,standard,John Garamendi,D,1,John Garamendi,Rudy Recile,,35.16151506846601,0.0,3.103139051694537,3.0503884841823927,6.1308446894596e-06,0.0,0.5535000000000001,2.4508051646114756e-06,,,0.0,44.28567342838993,44.25181714415629,36.228984385191914,52.149982347979986,1.0
house-ca-9,HOUSE,CA,9,False,standard,Josh Harder,D,1,Josh Harder,John McBride,,11.79306950489872,0.0,5.586190644784597,4.670436788171247,0.1206947598906411,0.0,0.0845,0.007365732985548292,,,0.0,23.309801526401323,23.376282717460064,15.326004910630319,31.461046443658425,0.99995
house-ca-10,HOUSE,CA,10,False,standard,Mark DeSaulnier,D,1,Mark DeSaulnier,Jeff Frese,,34.70519851744464,0.0,-1.8963582495612563,,0.0,0.0,-0.0499999999999999,-1.3838533957796498e-06,,,0.0,41.19844720468678,41.249041159145705,33.32231417494873,49.29294080616678,1.0
house-ca-11,HOUSE,CA,11,False,same_party,Nancy Pelosi,,0,Connie Chan; Scott Wiener,,D,70.62364833844883,0.0,,,,,0.0,,,,,,,,,1.0
house-ca-12,HOUSE,CA,12,False,same_party,Lateefah Simon,D,1,Jamie Joyce; Lateefah Simon,,D,77.64166603414307,0.0,,,,,-0.134,,,,,,,,,1.0
house-ca-13,HOUSE,CA,13,False,standard,Adam Gray,D,1,Adam Gray,Kevin Lincoln,,0.38467032128098666,0.0,5.779181913042241,0.8043669081225392,0.1891406583523001,0.0,-0.0225,-0.011463185520891593,,,0.0,17.00490547785202,17.047309502010012,8.933245058059715,24.92551868539088,0.9961
house-ca-14,HOUSE,CA,14,False,same_party,Aisha Wahab,D,1,Melissa Hernandez; Aisha Wahab,,D,36.20284739037839,0.0,,,,,-0.244,,,,,,,,,1.0
house-ca-15,HOUSE,CA,15,False,standard,Kevin Mullin,D,1,Kevin Mullin,Charles Hoelter,,49.63592027213561,0.0,-3.2969149999754315,3.630480023472267,4.900816989670415e-09,0.0,-0.008,-2.831583149587351e-11,,,0.0,54.66427425517689,54.66329379788813,46.77817204268723,62.58742728846698,1.0
house-ca-16,HOUSE,CA,16,False,standard,Sam Liccardo,D,1,Sam Liccardo,Peter Soulé,,49.88409390678165,0.0,,4.988528402051517,1.502833177555806e-10,0.0,0.155,1.6823382515416386e-11,,,0.0,59.07597062830108,59.07119584711964,51.1953731464213,67.044078684481,1.0
house-ca-17,HOUSE,CA,17,False,standard,Ro Khanna,D,1,Ro Khanna,Ritesh Tandon,,40.74153179236477,0.0,-4.209898240760591,5.981583956134133,2.465403644841415e-06,0.0,-1.6015,-2.851581732431991e-06,,,0.0,45.74276732363886,45.84676864601874,37.95061931733002,53.646282145947886,1.0
house-ca-18,HOUSE,CA,18,False,standard,Zoe Lofgren,D,1,Zoe Lofgren,Shane Lewis,,29.36942888310379,0.0,-1.045632854833265,3.1881866791166984,0.00047906923687083283,0.0,-0.14,-4.8439222839161994e-05,,,0.0,36.518841017368004,36.621741801864104,28.669595229580697,44.47999438439703,1.0
house-ca-19,HOUSE,CA,19,False,standard,Jimmy Panetta,D,1,Jimmy Panetta,Peter Coe Verbica,,35.65620730686175,0.0,3.053076244517296,4.191912414695078,4.649174763819853e-06,0.0,0.492,1.652006766077321e-06,,,0.0,44.73317827136011,44.72245692764105,36.87615263283648,52.60304723984591,1.0
house-ca-20,HOUSE,CA,20,False,standard,Vince Fong,R,-1,Sandra Van Scotter,Vince Fong,,-32.974775522914825,0.0,,-4.1835615831780615,-0.028572662583492423,0.0,-0.2704999999999999,-0.005581987109713949,,,0.0,-27.326468171781645,-27.360261579656665,-35.28934372325831,-19.396793345388897,0.0
house-ca-21,HOUSE,CA,21,False,standard,Jim Costa,D,1,Jim Costa,Kyle Kirkland,,6.132521905498509,0.0,1.392459275395964,1.4853933604826512,0.4253355044868705,0.0,0.679,0.42126175664849613,,,0.0,16.808629097089735,16.88427952082759,8.835302360657527,24.878134150947613,0.9969
house-ca-22,HOUSE,CA,22,False,standard,David Valadao,R,-1,Randy Villegas,David Valadao,,-1.904550659129194,0.0,0.7409013769325101,-0.6509405274397485,-0.7189568327895621,0.0,-0.1845000000000001,-0.4415195886451084,1.0,-1.0521739130434788,0.3116284907957964,6.6109551780546925,4.244479167290921,-2.428755945096682,10.930839270545468,0.7888
house-ca-23,HOUSE,CA,23,False,standard,Jay Obernolte,R,-1,Tessa Lynn Hodge,Jay Obernolte,,-19.916752765341304,0.0,2.769051207420901,-3.241198290602025,-1.5886181800532821,0.0,-0.3105,-0.35624762687694855,,,0.0,-14.8388170187107,-14.730698543095365,-22.678143232887145,-6.742098431099549,0.00955
house-ca-24,HOUSE,CA,24,False,standard,Salud Carbajal,D,1,Salud Carbajal,Bob Smith,,25.739617194559514,0.0,-0.2861052374268347,2.9525586745494854,0.0021284918096014425,0.0,-0.0509999999999999,-7.965916037107935e-05,,,0.0,33.416840288489034,33.45123725098844,25.563123901602182,41.341088741804164,1.0
house-ca-25,HOUSE,CA,25,False,standard,Raul Ruiz,D,1,Raul Ruiz,Joe Males,,5.945627014024418,0.0,10.09328622531542,1.4155785256537825,0.13169701433205927,0.0,0.033,0.006651935130474885,,,0.0,20.55099244448656,20.616014904980588,12.675446547851502,28.607404062956626,0.99965
house-ca-26,HOUSE,CA,26,False,standard,Julia Brownley,,0,Jacqui Irwin,Sam Gallucci,,15.718925391005014,0.0,,0.7479961898449257,0.022854229794481172,0.0,0.0,0.0,,,0.0,24.044011302406137,24.122988022010922,14.848225775486982,33.29245876132515,0.99945
house-ca-27,HOUSE,CA,27,False,standard,George T. Whitesides,,0,George Whitesides,Jason Gibbs,,10.031526860467544,0.0,,2.423998442454749,0.35359306030374094,0.0,-0.14,-0.04424778487763833,,,0.0,19.068614830448716,19.025177981401917,9.857893065281564,28.25194705110878,0.9964
house-ca-28,HOUSE,CA,28,False,standard,Judy Chu,D,1,Judy Chu,April Verlato,,26.1481226056064,0.0,2.185752956131104,4.935587316381753,0.0009605608314445428,0.0,-0.7244999999999999,-0.000502613455053357,,,0.0,35.120502125180245,35.18818901150645,27.234548177221537,43.1334577528926,1.0
house-ca-29,HOUSE,CA,29,False,same_party,Luz Rivas,D,1,Angelica Dueñas; Luz Rivas,,D,34.707532916037124,0.0,3.749389564909816,,,,-0.3029999999999999,,,,,,,,,1.0
house-ca-30,HOUSE,CA,30,False,standard,Laura Friedman,D,1,Laura Friedman,Scott Meyers,,41.437251814842114,0.0,-5.544661844823086,2.6770151994822355,2.0625304653028624e-07,0.0,-0.122,-2.0365799682441235e-08,,,0.0,49.3281137908063,49.42024174800058,41.43537890756372,57.317228046575124,1.0
house-ca-31,HOUSE,CA,31,False,standard,Gil Cisneros,D,1,Gil Cisneros,Eric Ching,,12.60519627223948,0.0,2.160768426909488,1.593293315234828,0.026852506427912693,0.0,-0.7074999999999999,-0.02583495094815884,,,0.0,25.743725239881364,25.73713222904548,17.80543556891238,33.718071474248276,1.0
house-ca-32,HOUSE,CA,32,False,standard,Brad Sherman,D,1,Brad Sherman,Larry Thompson,,25.747546353027406,0.0,0.314681043133536,4.698073235406674,0.0018575894822371742,0.0,-0.2525,-0.0003387520819690847,,,0.0,33.74239854620047,33.79698523335745,25.787925619696473,41.7260796150054,1.0
house-ca-33,HOUSE,CA,33,False,standard,Pete Aguilar,D,1,Pete Aguilar,Stephanie Vargas,,10.074713405340932,0.0,8.813375340987976,,0.0,0.0,0.235,0.019470324292814156,,,0.0,23.358399000544694,23.37726734692476,15.435650055483483,31.41704638671615,0.99995
house-ca-34,HOUSE,CA,34,False,same_party,Jimmy Gomez,D,1,Jimmy Gomez; Angela Gonzales-Torres,,D,53.04146587963031,0.0,,,,,0.0,,,,,,,,,1.0
house-ca-35,HOUSE,CA,35,False,standard,Norma Torres,D,1,Norma Torres,Mike Cargile,,8.045128888677315,0.0,6.35320911222296,3.609995347246432,0.2926017521941937,0.0,0.6525,0.13788857572151375,,,0.0,20.675841382312015,20.748961364668364,12.784028263668613,28.647794411646323,0.9996
